,class_hits,class_nums_total,function_hits,function_nums_total,variable_hits,variable_nums_total,string_hits,string_nums_total,comment_hits,comment_nums_total,docstring_hits,docstring_nums_total,trained_on
the_stack_python_script_12240.py,0.5,2,0.6666666666666666,12,0.9230769230769231,13,0.3125,16,0.0,1,0.2,5,0
the_stack_python_script_79891.py,0.5,2,0.0,1,1.0,2,0.0,1,0.0,0,0.0,0,0
the_stack_python_script_92042.py,0.0,0,0.0,0,1.0,1,0.0,3,0.0,0,0.0,0,0
the_stack_python_script_10043.py,0.0,0,0.5,2,0.7727272727272727,22,0.25,32,0.2,5,0.0,0,1
the_stack_python_script_18969.py,0.0,0,1.0,1,0.5,2,0.3333333333333333,3,0.0,1,0.0,1,1
the_stack_python_script_10150.py,0.0,0,0.0,3,0.875,16,0.3333333333333333,6,0.0,10,0.0,0,1
the_stack_python_script_18683.py,0.8,5,0.2,5,0.8333333333333334,6,0.3333333333333333,3,0.25,8,0.0,1,1
the_stack_python_script_13422.py,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0
the_stack_python_script_86718.py,0.0,0,0.0,2,0.6666666666666666,15,0.08695652173913043,23,0.06666666666666667,15,0.0,0,1
the_stack_python_script_80373.py,0.0,0,0.0,0,1.0,12,0.2727272727272727,11,0.0,22,0.0,0,1
the_stack_python_script_30872.py,1.0,2,0.8333333333333334,12,0.9444444444444444,18,0.14285714285714285,7,0.0,15,0.0,0,1
the_stack_python_script_18975.py,0.0,0,0.8,5,0.9655172413793104,29,0.17647058823529413,34,0.0,6,0.2,5,1
the_stack_python_script_16226.py,0.5,2,0.8181818181818182,11,0.9285714285714286,14,0.46153846153846156,26,0.75,4,0.3333333333333333,9,1
the_stack_python_script_79855.py,0.0,0,0.0,0,0.0,1,1.0,1,0.0,0,0.0,0,0
the_stack_python_script_4774.py,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0
the_stack_python_script_16310.py,0.0,0,0.7,10,0.9090909090909091,22,0.2777777777777778,18,0.3333333333333333,21,0.0,1,1
the_stack_python_script_18592.py,0.0,0,1.0,3,0.75,4,0.6,5,0.0,0,0.0,0,0
the_stack_python_script_93005.py,0.0,0,0.0,2,0.875,8,0.3333333333333333,6,0.0,4,0.0,1,1
the_stack_python_script_16747.py,1.0,2,0.6666666666666666,3,0.7,10,0.42857142857142855,7,0.0,10,0.0,1,1
the_stack_python_script_12367.py,0.0,0,0.75,4,1.0,4,0.0,1,0.0,2,0.3333333333333333,3,1
the_stack_python_script_80477.py,1.0,4,0.9411764705882353,17,0.9333333333333333,15,0.3333333333333333,12,0.0,1,0.5294117647058824,17,1
the_stack_python_script_11418.py,1.0,4,0.9090909090909091,11,0.8333333333333334,6,0.6666666666666666,3,0.3333333333333333,3,0.4444444444444444,9,1
the_stack_python_script_80431.py,1.0,2,1.0,9,0.9,10,0.6,5,0.5882352941176471,17,0.0,3,1
the_stack_python_script_79661.py,0.0,0,0.0,0,0.34146341463414637,41,0.12121212121212122,33,0.0,15,0.0,0,1
the_stack_python_script_13636.py,0.0,0,0.0,0,1.0,7,0.46153846153846156,13,0.0,1,0.0,0,1
the_stack_python_script_9287.py,0.5,2,0.0,2,1.0,1,0.0,1,0.0,0,0.0,0,0
the_stack_python_script_14606.py,1.0,2,0.25,4,0.5,4,0.2857142857142857,7,0.25,4,0.0,0,0
the_stack_python_script_1860.py,0.0,0,0.0,0,1.0,1,1.0,1,0.0,4,0.0,0,1
the_stack_python_script_12388.py,1.0,2,0.0,0,1.0,5,0.6666666666666666,3,0.0,1,0.0,0,1
the_stack_python_script_1032.py,0.75,4,0.0,2,1.0,1,0.0,2,0.0,0,0.0,0,0
the_stack_python_script_15198.py,0.0,0,1.0,1,1.0,8,0.3333333333333333,3,0.0,0,0.0,0,0
the_stack_python_script_14904.py,1.0,1,0.6,30,0.7727272727272727,22,0.0,7,0.0,2,0.0,0,1
the_stack_python_script_13569.py,0.0,0,0.5,2,0.8,10,0.6,5,0.0,0,0.0,0,0
the_stack_python_script_18729.py,1.0,1,0.4,5,0.9047619047619048,21,0.2692307692307692,26,0.2,5,0.0,1,1
the_stack_python_script_86576.py,0.0,0,0.0,4,1.0,2,1.0,2,0.0,0,0.0,0,0
the_stack_python_script_87044.py,0.0,0,1.0,3,1.0,3,0.2857142857142857,14,0.0,0,0.0,0,0
the_stack_python_script_8623.py,0.0,0,0.5,2,0.9473684210526315,19,0.30303030303030304,33,0.08333333333333333,12,0.0,0,1
the_stack_python_script_43089.py,1.0,2,0.5,2,0.8333333333333334,6,0.4,5,0.0,0,0.0,0,0
the_stack_python_script_92689.py,0.0,0,1.0,2,0.8928571428571429,28,0.36363636363636365,11,0.125,8,0.0,0,1
the_stack_python_script_1785.py,0.7,10,0.7368421052631579,38,0.8787878787878788,33,0.3793103448275862,29,0.18181818181818182,11,0.0,0,1
the_stack_python_script_16813.py,0.5,2,0.75,4,0.6875,16,0.8,5,0.6666666666666666,12,0.0,5,1
the_stack_python_script_47769.py,0.0,0,1.0,6,0.8823529411764706,17,0.5,16,0.0,0,0.0,0,0
the_stack_python_script_86985.py,0.0,0,1.0,7,0.8947368421052632,38,0.4583333333333333,24,0.7272727272727273,11,0.0,0,1
the_stack_python_script_11942.py,0.5,2,1.0,2,1.0,6,0.4,5,0.0,1,0.0,2,1
the_stack_python_script_429.py,0.0,0,0.0,0,0.0,0,1.0,3,0.7272727272727273,11,0.0,1,1
the_stack_python_script_15934.py,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0
the_stack_python_script_10943.py,0.0,0,1.0,2,0.7777777777777778,9,0.1111111111111111,9,0.0,0,0.0,0,0
the_stack_python_script_86677.py,0.0,1,0.0,2,0.6,10,0.2727272727272727,11,0.0,1,0.0,2,1
the_stack_python_script_10393.py,0.0,0,0.4,5,0.9090909090909091,11,0.1111111111111111,18,0.0,0,0.0,0,0
the_stack_python_script_13096.py,0.5,2,0.5,4,0.5,12,0.14285714285714285,7,0.0,0,0.0,0,0
the_stack_python_script_86811.py,0.0,0,0.5,2,1.0,4,0.375,8,0.0,10,0.0,0,1
the_stack_python_script_16999.py,1.0,1,0.42857142857142855,7,0.5,12,0.15625,32,0.0,3,0.0,0,1
the_stack_python_script_80369.py,1.0,2,0.6666666666666666,9,1.0,3,0.0,0,0.0,1,0.0,0,1
the_stack_python_script_15622.py,0.5,2,0.9090909090909091,11,0.0,0,0.75,8,0.4666666666666667,15,0.0,0,1
the_stack_python_script_10573.py,0.42857142857142855,7,0.5454545454545454,33,0.7647058823529411,17,0.4,15,0.0,1,0.0,1,1
the_stack_python_script_80297.py,0.0,0,0.5,2,1.0,2,0.25,4,0.0,0,0.0,0,0
the_stack_python_script_32177.py,0.3333333333333333,3,0.8,5,0.7142857142857143,7,0.7777777777777778,9,0.16666666666666666,6,0.5,4,1
the_stack_python_script_13247.py,0.8333333333333334,6,0.75,12,1.0,18,0.5,6,0.5555555555555556,18,0.0,3,1
the_stack_python_script_15692.py,0.0,1,0.5,4,0.0,0,0.0,1,0.0,0,0.0,0,1
the_stack_python_script_71575.py,0.0,0,0.0,0,0.0,2,0.75,4,1.0,1,0.0,1,1
the_stack_python_script_16605.py,1.0,2,0.7058823529411765,17,1.0,8,0.7058823529411765,17,0.3333333333333333,3,0.2222222222222222,9,1
the_stack_python_script_30900.py,1.0,2,0.4,5,0.7058823529411765,17,0.5,6,0.5384615384615384,13,0.0,1,1
the_stack_python_script_19049.py,0.5,2,1.0,2,0.875,8,0.5555555555555556,9,0.5,14,0.0,2,1
the_stack_python_script_13651.py,1.0,2,0.5,4,1.0,5,0.3333333333333333,3,0.75,4,0.0,0,1
the_stack_python_script_1136.py,0.5,8,0.0,0,1.0,1,0.2222222222222222,9,0.8181818181818182,11,0.0,0,1
the_stack_python_script_14987.py,0.0,0,0.0,0,0.5,2,0.0,4,0.0,0,0.0,0,0
the_stack_python_script_12403.py,0.0,0,0.5,2,0.9130434782608695,23,0.75,8,0.35714285714285715,14,0.0,0,1
the_stack_python_script_16859.py,0.0,0,0.0,0,0.9285714285714286,28,0.2,15,0.11320754716981132,53,0.0,0,1
the_stack_python_script_87071.py,0.0,0,1.0,2,1.0,1,0.0,1,0.0,0,0.0,0,0
the_stack_python_script_11343.py,0.0,0,1.0,2,0.8333333333333334,18,0.6666666666666666,3,0.3333333333333333,3,0.0,0,1
the_stack_python_script_79940.py,0.6666666666666666,3,0.6,5,0.7619047619047619,21,0.3333333333333333,24,0.3333333333333333,6,0.0,5,1
the_stack_python_script_18900.py,0.0,0,0.5,2,1.0,2,0.0,2,0.0,0,0.0,0,0
the_stack_python_script_92967.py,0.0,0,0.0,0,0.6666666666666666,3,0.375,16,0.0,0,0.0,0,0
the_stack_python_script_92395.py,0.0,0,1.0,2,1.0,2,0.5,2,0.0,3,0.0,0,1
the_stack_python_script_1336.py,1.0,4,0.6666666666666666,9,0.8333333333333334,6,0.5,2,0.0,4,0.0,3,1
the_stack_python_script_14150.py,0.0,0,0.3333333333333333,3,1.0,2,0.3333333333333333,3,0.0,0,0.0,1,1
the_stack_python_script_8663.py,1.0,2,0.75,8,0.7142857142857143,7,1.0,1,0.0,1,0.0,6,1
the_stack_python_script_14158.py,0.0,0,0.0,0,0.8888888888888888,18,0.2631578947368421,19,0.0,2,0.0,0,1
the_stack_python_script_11832.py,0.0,0,0.0,0,0.5217391304347826,23,0.12,25,0.0,8,0.0,4,1
the_stack_python_script_16360.py,0.3333333333333333,3,0.6666666666666666,6,0.5714285714285714,7,0.45454545454545453,11,0.20833333333333334,24,0.25,4,1
the_stack_python_script_7956.py,0.0,0,0.0,0,0.2,5,0.0,3,0.0,0,0.0,0,0
the_stack_python_script_43054.py,0.0,1,0.6666666666666666,6,0.8666666666666667,15,0.0,0,0.0,8,0.0,0,1
the_stack_python_script_10358.py,0.0,0,0.7692307692307693,13,0.8181818181818182,22,0.22727272727272727,44,0.0,2,0.0,0,0
the_stack_python_script_9280.py,0.0,0,0.0,0,1.0,3,0.0,0,0.0,0,0.0,0,0
the_stack_python_script_14212.py,1.0,1,0.6666666666666666,6,0.8461538461538461,13,0.29411764705882354,17,0.0,0,0.0,0,0
the_stack_python_script_10950.py,0.0,0,0.0,0,0.6666666666666666,3,0.6666666666666666,3,0.0,0,0.0,0,0
the_stack_python_script_79686.py,0.0,0,0.0,2,1.0,4,0.0,2,0.0,0,0.0,0,0
the_stack_python_script_19065.py,0.0,0,0.3333333333333333,12,0.9642857142857143,28,0.0,0,0.0,8,0.0,0,1
the_stack_python_script_11130.py,0.0,0,0.3333333333333333,6,0.75,8,0.0,14,0.0,3,0.0,0,1
the_stack_python_script_17131.py,0.0,1,0.5,8,0.8666666666666667,15,0.4,15,0.0,4,0.0,4,1
the_stack_python_script_15962.py,0.0,0,0.0,0,0.0,0,0.0,4,0.0,2,0.0,0,1
the_stack_python_script_19063.py,0.0,0,0.0,2,1.0,6,0.5,2,0.3333333333333333,3,0.0,1,1
the_stack_python_script_86951.py,0.0,0,0.0,0,0.8,5,0.0,1,0.0,0,0.0,0,0
the_stack_python_script_15378.py,0.0,0,0.5,2,1.0,1,0.4,5,0.0,0,0.0,2,1
the_stack_python_script_71462.py,0.6,5,0.42857142857142855,7,0.8181818181818182,11,0.32,25,0.0,1,0.0,4,1
the_stack_python_script_43164.py,0.0,0,0.0,0,1.0,3,0.6,5,0.0,0,0.0,0,0
the_stack_python_script_18641.py,0.0,0,0.0,0,0.6666666666666666,9,0.08333333333333333,24,0.0,7,0.0,1,1
the_stack_python_script_1689.py,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0,0.0,0,0
the_stack_python_script_10218.py,0.0,0,0.0,0,0.5,2,0.16666666666666666,6,0.3,10,0.0,0,1
the_stack_python_script_91827.py,0.0,0,0.0,0,1.0,2,0.0,2,0.0,8,0.0,1,1
the_stack_python_script_17062.py,0.0,0,0.0,0,1.0,3,0.0,1,0.0,0,0.0,0,0
the_stack_python_script_11274.py,0.0,0,0.0,0,0.5,2,0.3333333333333333,3,0.25,12,0.0,1,1
the_stack_python_script_10197.py,0.0,0,0.25,4,1.0,4,0.2,5,0.0,4,0.0,4,1
the_stack_python_script_15277.py,0.5,2,1.0,6,0.75,8,0.125,8,0.0,1,0.0,0,1
the_stack_python_script_17882.py,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,0.0,0,1
the_stack_python_script_10722.py,0.0,0,1.0,2,0.6666666666666666,6,0.0,7,0.0,8,0.0,0,1
the_stack_python_script_18476.py,0.0,2,0.0,0,1.0,4,0.5,8,0.7272727272727273,11,0.0,1,1
the_stack_python_script_15865.py,0.75,4,0.6428571428571429,14,0.8823529411764706,17,0.0,12,0.0,10,0.0,0,1
the_stack_python_script_17277.py,0.0,0,0.0,0,0.8,20,0.23529411764705882,17,1.0,1,0.0,2,1
the_stack_python_script_86584.py,0.2,5,1.0,7,0.8571428571428571,7,0.0,0,0.125,8,0.0,0,1
